title t##t.kind_id,>,3#1665560,1665560,3,85
title t##t.kind_id,=,1#660928,660928,1,132
title t##t.kind_id,>,4#1547859,1547859,2,84
title t##t.kind_id,=,2#90388,90388,1,81
title t##t.kind_id,=,7#1535275,1535275,1,83
title t##t.kind_id,=,3#100154,100154,1,82
title t##t.kind_id,=,4#117701,117701,1,53
title t##t.kind_id,>,1#1856102,1856102,5,90
title t##t.kind_id,<,7#981755,981755,5,132
title t##t.kind_id,<,4#851470,851470,3,132
title t##t.kind_id,<,3#751316,751316,2,132
title t##t.kind_id,<,2#660928,660928,1,132
title t##t.kind_id,>,2#1765714,1765714,4,88
title t##t.kind_id,=,6#12584,12584,1,49
title t##t.kind_id,>,6#1535275,1535275,1,83
title t##t.kind_id,<,6#969171,969171,4,132
title t##t.id,<,1011321#1006752,1006752,2,82
title t##t.id,<,1011321,t.kind_id,<=,7#1006752,1006752,2,82
title t##t.id,<,1137736#1132512,1132512,2,82
title t##t.id,<,1137736,t.kind_id,<,7#64836,64836,1,78
title t##t.id,<,1137736,t.kind_id,>=,1#1132512,1132512,2,82
title t##t.id,<,1137736,t.kind_id,>=,2#1132512,1132512,2,82
title t##t.id,<,1264151#1258146,1258146,2,82
title t##t.id,<,1264151,t.kind_id,<,4#72205,72205,1,78
title t##t.id,<,1264151,t.kind_id,<=,3#72205,72205,1,78
title t##t.id,<,1264151,t.kind_id,>,1#1258146,1258146,2,82
title t##t.id,<,1264151,t.kind_id,>,3#1185941,1185941,1,79
title t##t.id,<,1264151,t.kind_id,>,6#1185941,1185941,1,79
title t##t.id,<,1264151,t.kind_id,>=,2#1258146,1258146,2,82
title t##t.id,<,1264151,t.kind_id,>=,3#1185941,1185941,1,79
title t##t.id,<,1264151,t.kind_id,>=,7#1185941,1185941,1,79
title t##t.id,<,126416#125310,125310,2,69
title t##t.id,<,126416,t.kind_id,<=,4#7098,7098,1,69
title t##t.id,<,126416,t.kind_id,<=,7#125310,125310,2,69
title t##t.id,<,126416,t.kind_id,>,1#125310,125310,2,69
title t##t.id,<,126416,t.kind_id,>=,1#125310,125310,2,69
title t##t.id,<,126416,t.kind_id,>=,6#118212,118212,1,69
title t##t.id,<,1390566#1384125,1384125,2,82
title t##t.id,<,1390566,t.kind_id,<=,3#77375,77375,1,78
title t##t.id,<,1390566,t.kind_id,=,2#77375,77375,1,78
title t##t.id,<,1390566,t.kind_id,>,4#1306750,1306750,1,79
title t##t.id,<,1390566,t.kind_id,>=,6#1306750,1306750,1,79
title t##t.id,<,1390566,t.kind_id,>=,7#1306750,1306750,1,79
title t##t.id,<,1516981#1509893,1509893,2,86
title t##t.id,<,1516981,t.kind_id,<=,3#83280,83280,1,80
title t##t.id,<,1516981,t.kind_id,<=,6#83280,83280,1,80
title t##t.id,<,1516981,t.kind_id,>=,1#1509893,1509893,2,86
title t##t.id,<,1643396#1633991,1633991,6,119
title t##t.id,<,1643396,t.kind_id,<=,2#95943,95943,2,119
title t##t.id,<,1643396,t.kind_id,<=,3#98265,98265,3,119
title t##t.id,<,1643396,t.kind_id,<=,7#1633991,1633991,6,119
title t##t.id,<,1643396,t.kind_id,=,3#2322,2322,1,70
title t##t.id,<,1643396,t.kind_id,=,6#124,124,1,36
title t##t.id,<,1769811#1758534,1758534,6,127
title t##t.id,<,1769811,t.kind_id,<=,2#186821,186821,2,127
title t##t.id,<,1769811,t.kind_id,<=,6#224460,224460,5,127
title t##t.id,<,1769811,t.kind_id,<=,7#1758534,1758534,6,127
title t##t.id,<,1769811,t.kind_id,=,2#90321,90321,1,81
title t##t.id,<,1769811,t.kind_id,=,7#1534074,1534074,1,83
title t##t.id,<,1769811,t.kind_id,>,4#1535852,1535852,2,83
title t##t.id,<,1769811,t.kind_id,>=,2#1662034,1662034,5,87
title t##t.id,<,1769811,t.kind_id,>=,3#1571713,1571713,4,85
title t##t.id,<,1769811,t.kind_id,>=,6#1535852,1535852,2,83
title t##t.id,<,1896226#1884948,1884948,6,129
title t##t.id,<,1896226,t.kind_id,<,2#187443,187443,1,129
title t##t.id,<,1896226,t.kind_id,<,4#309104,309104,3,129
title t##t.id,<,1896226,t.kind_id,<=,2#277764,277764,2,129
title t##t.id,<,1896226,t.kind_id,=,2#90321,90321,1,81
title t##t.id,<,1896226,t.kind_id,=,6#3704,3704,1,44
title t##t.id,<,1896226,t.kind_id,>,3#1575844,1575844,3,84
title t##t.id,<,1896226,t.kind_id,>=,4#1575844,1575844,3,84
title t##t.id,<,2022641#2011363,2011363,6,130
title t##t.id,<,2022641,t.kind_id,<=,1#280517,280517,1,130
title t##t.id,<,2022641,t.kind_id,=,1#280517,280517,1,130
title t##t.id,<,2022641,t.kind_id,=,4#55345,55345,1,50
title t##t.id,<,2022641,t.kind_id,>,3#1594901,1594901,3,84
title t##t.id,<,2022641,t.kind_id,>=,7#1534074,1534074,1,83
title t##t.id,<,2149056#2137777,2137777,6,130
title t##t.id,<,2149056,t.kind_id,<,7#603703,603703,5,130
title t##t.id,<,2149056,t.kind_id,<=,4#596694,596694,4,130
