10846345,10846345,1481057,1824695,1
5854864,5854864,467555,1070604,1
0,0,0,0,0
4991470,4991470,1257131,754090,1
1657571,1657571,605300,236077,1
7569320,7569320,1028087,1663489,1
1368662,1368662,498058,226051,1
8,8,8,1,1
6,6,6,1,1
4,4,4,1,1
0,0,0,0,0
2136,2136,1,1454,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
10381021,10381021,1400129,1757724,1
10846345,10846345,1481057,1824695,1
10846345,10846345,1481057,1824695,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
12654435,12654435,1732010,1885428,2
8769472,8769472,954156,1388810,2
8111960,8111960,784084,1305063,2
1285260,1285260,191243,215538,2
4455258,4455258,425231,710949,2
13,13,13,1,1
5,5,5,1,1
12181,12181,2126,11852,1
3239950,3239950,1022525,412248,2
0,0,0,0,0
0,0,0,0,0
1,1,1,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2397951,2397951,337726,1080346,2
0,0,0,0,0
12654435,12654435,1732010,1885428,2
0,0,0,0,0
0,0,0,0,0
14462885,14462885,1959649,1938745,2
4373271,4373271,432887,632344,2
2965333,2965333,330929,419005,2
0,0,0,0,0
3,3,3,1,1
8677646,8677646,1748055,1122383,2
0,0,0,0,0
8947821,8947821,1216892,1741593,2
0,0,0,0,0
3,3,1,3,1
466,466,1,465,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4205244,4205244,565365,1391561,2
0,0,0,0,0
942613,942613,91265,541080,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
16271332,16271332,2198012,1979131,2
0,0,0,0,0
3,3,3,1,1
6,6,6,1,1
0,0,0,0,0
405583,405583,165060,153179,1
0,0,0,0,0
0,0,0,0,0
1429078,1429078,118679,492009,1
3943280,3943280,395479,618618,2
16271332,16271332,2198012,1979131,2
0,0,0,0,0
11244921,11244921,1525702,1847788,2
0,0,0,0,0
12120471,12120471,1655511,1859588,2
17,17,17,1,2
3631689,3631689,468339,1280534,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
18079673,18079673,2427389,2008280,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
44,44,43,1,2
0,0,0,0,0
0,0,0,0,0
11497088,11497088,2194767,1242721,2
17047386,17047386,2391057,1886884,2
18079673,18079673,2427389,2008280,2
0,0,0,0,0
0,0,0,0,0
16821093,16821093,2252994,1982498,2
18079673,18079673,2427389,2008280,2
736302,736302,73879,265926,1
0,0,0,0,0
0,0,0,0,0
1807722,1807722,243241,923463,1
0,0,0,0,0
102621,102621,18076,55914,1
1448362,1448362,175198,759714,1
0,0,0,0,0
642551,642551,60704,346018,1
0,0,0,0,0
1,1,1,1,1
4,4,4,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
989818,989818,77473,540508,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1807722,1807722,243241,923463,1
1807722,1807722,243241,923463,1
1807722,1807722,243241,923463,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
19887736,19887736,2659259,2039328,2
6809864,6809864,546485,1108759,1
12091399,12091399,1634651,1815913,1
0,0,0,0,0
946217,946217,380660,207098,1
0,0,0,0,0
7848513,7848513,2198181,716513,2
765003,765003,306659,140026,2
0,0,0,0,0
1,1,1,1,1
0,0,0,0,0
3,3,1,3,1
1685983,1685983,237409,229543,2
19887736,19887736,2659259,2039328,2
13069193,13069193,1210262,1421013,2
12316621,12316621,1631171,1877473,2
12639643,12639643,1729824,1885011,1
