2374915,2374915,1002429,105521,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
300719,300719,149146,34007,1
1,1,1,1,1
1224362,1224362,604219,83715,2
11184,11184,6381,1127,1
0,0,0,0,0
1097612,1097612,625643,65781,1
910357,910357,544217,55000,1
178746,178746,118992,7097,1
21,21,1,16,2
0,0,0,0,0
2,2,1,2,1
0,0,0,0,0
2108749,2108749,880515,101710,2
647698,647698,331862,55550,1
889940,889940,353980,68939,2
138787,138787,112226,28643,1
1220384,1220384,609062,11138,2
821206,821206,491758,11138,1
0,0,0,0,0
260620,260620,174191,8802,1
399178,399178,339917,6785,1
0,0,0,0,0
1,1,1,1,1
399178,399178,339917,6785,1
821206,821206,491758,11138,1
1036979,1036979,558939,11138,2
538837,538837,348322,11137,1
260621,260621,174191,8802,1
390929,390929,267445,10669,1
390920,390920,267437,10669,1
1,1,1,1,1
1,1,1,1,1
316435,316435,268496,6287,1
0,0,0,0,0
186870,186870,160007,4759,1
62,62,41,50,1
477776,477776,254970,9677,2
236340,236340,105140,5945,2
0,0,0,0,0
1203103,1203103,600394,11072,2
1353780,1353780,669881,11659,2
0,0,0,0,0
1353780,1353780,669881,11659,2
115437,115437,100408,4404,1
0,0,0,0,0
770904,770904,475568,11658,1
0,0,0,0,0
1,1,1,1,1
1,1,1,1,1
0,0,0,0,0
582876,582876,421912,8610,2
522164,522164,282200,7120,1
440687,440687,379285,7073,1
531967,531967,354273,8619,2
1233319,1233319,603817,11152,2
380474,380474,170574,6835,2
690975,690975,420658,1283,2
0,0,0,0,0
0,0,0,0,0
492609,492609,354618,1283,1
0,0,0,0,0
198366,198366,183541,936,1
198366,198366,183541,936,1
198366,198366,183541,936,1
0,0,0,0,0
671336,671336,414263,1283,2
198366,198366,183541,936,1
573423,573423,382536,1283,2
0,0,0,0,0
1,1,1,1,1
0,0,0,0,0
87575,87575,79375,824,1
572664,572664,352025,1283,2
132340,132340,84456,1024,2
65723,65723,43624,918,1
0,0,0,0,0
676621,676621,413609,1217,2
1488939,1488939,724522,13816,2
0,0,0,0,0
178747,178747,118993,7097,1
1488939,1488939,724522,13816,2
0,0,0,0,0
476775,476775,411655,8333,1
0,0,0,0,0
1018701,1018701,521209,13815,2
1420347,1420347,710246,13816,2
1,1,1,1,1
846619,846619,511739,13815,1
1,1,1,1,1
0,0,0,0,0
0,0,0,0,0
476775,476775,411655,8333,1
0,0,0,0,0
34637,34637,30754,3230,1
136653,136653,119551,5381,1
253752,253752,216472,5573,1
313319,313319,268561,7429,1
0,0,0,0,0
17349,17349,8687,1476,2
1,1,1,1,1
699623,699623,310046,9290,2
1,1,1,1,1
2500561,2500561,1049298,155360,2
0,0,0,0,0
1,1,1,1,1
838336,838336,506003,50788,1
650728,650728,407924,39104,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1050470,1050470,555395,127026,2
2,2,1,1,2
1,1,1,1,1
0,0,0,0,0
1172059,1172059,466559,104806,2
284742,284742,213202,158,2
0,0,0,0,0
1,1,1,1,1
69193,69193,66235,140,2
219436,219436,188665,158,1
0,0,0,0,0
37793,37793,31800,147,1
284742,284742,213202,158,2
105516,105516,90103,158,1
0,0,0,0,0
57503,57503,56513,132,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
7801,7801,7512,116,1
3948,3948,2903,111,2
0,0,0,0,0
26120,26120,25387,126,1
117380,117380,98559,153,2
254141,254141,190440,158,2
228476,228476,171339,158,2
49074,49074,48406,129,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
21322,21322,15814,140,2
1625698,1625698,772255,17450,2
299055,299055,149659,9277,1
0,0,0,0,0
1,1,1,1,1
523860,523860,454379,10403,1
1,1,1,1,1
0,0,0,0,0
0,0,0,0,0
173053,173053,148309,7772,1
0,0,0,0,0
408918,408918,355364,9692,1
911922,911922,542065,17447,1
1625697,1625697,772254,17450,2
390928,390928,267444,10669,1
0,0,0,0,0
855123,855123,514131,17447,1
0,0,0,0,0
0,0,0,0,0
165037,165037,145737,6952,1
0,0,0,0,0
79806,79806,41410,6651,1
161189,161189,142316,6908,1
708733,708733,415667,14839,2
22,22,16,22,1
1149907,1149907,570600,17447,2
130323,130323,85991,5829,1
0,0,0,0,0
971472,971472,492529,17447,2
1,1,1,1,1
0,0,0,0,0
5,5,1,5,2
812147,812147,349208,12233,2
1428520,1428520,665546,16619,2
1,1,1,1,1
0,0,0,0,0
0,0,0,0,0
1207870,1207870,588278,16014,2
825543,825543,465200,2039,2
1,1,1,1,1
0,0,0,0,0
241106,241106,221238,1430,1
42201,42201,39095,764,1
229412,229412,159803,2036,1
241106,241106,221238,1430,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
346156,346156,246669,2037,1
8,8,7,7,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
709387,709387,415214,1926,2
165243,165243,85034,1556,2
76612,76612,68237,1161,1
335533,335533,256933,1745,2
113189,113189,102887,1210,1
228522,228522,209830,1417,1
461914,461914,319696,2039,1
8,8,1,5,1
128145,128145,65197,1505,2
8,8,7,7,1
1758479,1758479,822851,25596,2
0,0,0,0,0
3,3,1,2,1
1177361,1177361,672447,25596,1
0,0,0,0,0
0,0,0,0,0
347554,347554,235752,10149,1
658715,658715,309251,17057,2
0,0,0,0,0
518731,518731,339757,25574,1
1,1,1,1,1
46243,46243,39960,6132,1
1,1,1,1,1
581118,581118,498538,14968,1
1306072,1306072,634265,25594,2
0,0,0,0,0
98079,98079,86835,8077,1
199337,199337,97132,11765,1
0,0,0,0,0
165632,165632,137354,31,2
127554,127554,123191,31,1
115814,115814,111726,31,1
0,0,0,0,0
32029,32029,30610,31,1
141215,141215,121212,31,2
117987,117987,113834,31,1
0,0,0,0,0
136868,136868,126463,31,2
0,0,0,0,0
0,0,0,0,0
31427,31427,31282,28,1
0,0,0,0,0
58568,58568,54252,29,2
49818,49818,47331,29,2
0,0,0,0,0
5499,5499,5485,24,1
30006,30006,28648,31,1
8058,8058,8003,25,1
146007,146007,120626,31,2
0,0,0,0,0
