1035015,1035015,345006,3
345005,345005,345005,1
0,0,0,0
304582,304582,152291,2
196189,196189,196189,1
345005,345005,345005,1
0,0,0,0
690010,690010,345005,2
345005,345005,345005,1
344984,344984,344984,1
44868,44868,44868,1
173629,173629,173629,1
1031219,1031219,343740,3
1034952,1034952,344985,3
271758,271758,90586,3
1031222,1031222,343741,3
1034952,1034952,344985,3
344984,344984,344984,1
1,1,1,1
1,1,1,1
3,3,1,3
0,0,0,0
3,3,1,3
640236,640236,213413,3
446445,446445,148816,3
1104016,1104016,368006,3
0,0,0,0
368005,368005,368005,1
0,0,0,0
1103950,1103950,367984,3
1103848,1103848,367950,3
367949,367949,367949,1
0,0,0,0
1,1,1,1
0,0,0,0
767164,767164,255722,3
203602,203602,67868,3
44,44,22,2
1173017,1173017,391006,3
1,1,1,1
782011,782011,391006,2
0,0,0,0
0,0,0,0
0,0,0,0
782011,782011,391006,2
145584,145584,145584,1
391005,391005,391005,1
391006,391006,391006,1
112284,112284,112284,1
782011,782011,391006,2
557445,557445,278723,2
1173017,1173017,391006,3
736266,736266,245422,3
124572,124572,41524,3
68946,68946,22982,3
130132,130132,65066,2
3,3,1,3
1,1,1,1
0,0,0,0
208652,208652,69551,3
111,111,37,3
23,23,23,1
600839,600839,300420,2
1242018,1242018,414007,3
301724,301724,301724,1
441434,441434,220717,2
343740,343740,343740,1
414006,414006,414006,1
391024,391024,391024,1
414007,414007,414007,1
0,0,0,0
0,0,0,0
827653,827653,413827,2
3,3,1,3
3,3,1,3
3,3,1,3
653448,653448,217817,3
505749,505749,168584,3
341604,341604,113869,3
227737,227737,113869,2
91651,91651,45826,2
179,179,179,1
372483,372483,372483,1
0,0,0,0
323421,323421,323421,1
1311019,1311019,437007,3
437007,437007,437007,1
874014,874014,437007,2
1311019,1311019,437007,3
422506,422506,422506,1
196189,196189,196189,1
437005,437005,437005,1
393486,393486,393486,1
1,1,1,1
437007,437007,437007,1
437005,437005,437005,1
112283,112283,112283,1
874012,874012,437007,2
437005,437005,437005,1
1180458,1180458,393486,3
490846,490846,245423,2
3,3,1,3
790129,790129,263377,3
916243,916243,305415,3
0,0,0,0
206476,206476,68826,3
29002,29002,14502,2
1115824,1115824,371942,3
1380020,1380020,459925,4
152291,152291,152291,1
459925,459925,459925,1
460170,460170,459925,2
245,245,245,1
184,184,184,1
920095,920095,459925,3
1,1,1,1
600454,600454,300184,3
1031490,1031490,343792,4
130130,130130,65065,2
368376,368376,368237,2
845351,845351,422569,3
1331965,1331965,443909,4
1,1,1,1
3,3,1,3
1184577,1184577,394859,3
138002,138002,46001,3
0,0,0,0
0,0,0,0
3,3,1,3
92002,92002,46001,2
92002,92002,46001,2
2,2,1,2
138002,138002,46001,3
45999,45999,45999,1
1,1,1,1
0,0,0,0
3,3,1,3
69083,69083,23028,3
3,3,1,3
207003,207003,69002,3
138002,138002,69002,2
138000,138000,69001,2
0,0,0,0
0,0,0,0
2,2,1,2
46029,46029,46029,1
1,1,1,1
69001,69001,69001,1
1,1,1,1
1,1,1,1
138001,138001,69001,2
137999,137999,69000,2
1,1,1,1
69001,69001,69001,1
69000,69000,69000,1
69000,69000,69000,1
207000,207000,69001,3
69000,69000,69000,1
0,0,0,0
0,0,0,0
2,2,1,2
3,3,1,3
2,2,1,2
27490,27490,27490,1
276004,276004,92002,3
92001,92001,92001,1
184003,184003,92002,2
0,0,0,0
0,0,0,0
0,0,0,0
1,1,1,1
92002,92002,92002,1
0,0,0,0
100980,100980,50491,2
92001,92001,92001,1
1,1,1,1
0,0,0,0
180897,180897,90449,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,1,1
1,1,1,1
3,3,1,3
151468,151468,50490,3
3,3,1,3
2,2,1,2
345005,345005,115002,3
24553,24553,24553,1
8684,8684,4342,2
230004,230004,115002,2
345005,345005,115002,3
115002,115002,115002,1
345005,345005,115002,3
345002,345002,115001,3
345002,345002,115001,3
345002,345002,115001,3
345002,345002,115001,3
0,0,0,0
0,0,0,0
3,3,1,3
3,3,1,3
3,3,1,3
2,2,1,2
