4319128,4319128,715607,704885,1
21719031,21719031,2621699,2179402,11
16045526,16045526,1712347,1901582,9
4001670,4001670,516402,1281105,1
17155340,17155340,1691643,2060189,11
12639643,12639643,1729824,1885011,1
92,92,1,92,2
463283,463283,52765,442687,1
101,101,1,59,4
5767815,5767815,989348,1314282,8
161,161,1,160,2
2680363,2680363,391196,1223297,1
2857624,2857624,196892,1103494,8
35805545,35805545,4012694,2330659,10
4668640,4668640,451364,1418837,11
12639643,12639643,1729824,1885011,1
10553201,10553201,1437626,1811774,2
1,1,1,1,1
26757630,26757630,3206283,2245020,4
183,183,1,183,1
2240,2240,251,2108,1
21135964,21135964,2440560,2111022,4
315578,315578,50066,283586,1
22520474,22520474,2701094,2193068,11
308,308,1,305,2
26485268,26485268,3092142,2248262,11
29,29,1,29,1
12591271,12591271,1240094,1932573,11
5830051,5830051,995692,1320919,9
27162861,27162861,2782251,2229540,11
2189804,2189804,294142,1017175,1
15,15,1,15,1
12639643,12639643,1729824,1885011,1
457641,457641,40839,336066,1
3709669,3709669,628587,647838,1
1,1,1,1,1
12639643,12639643,1729824,1885011,1
28550537,28550537,2898667,2255602,11
27654108,27654108,3294530,2260731,5
30366651,30366651,3466545,2316852,8
575,575,1,575,1
28261501,28261501,2873703,2251151,11
23283952,23283952,2700699,2250221,9
9592992,9592992,1315581,1664751,8
13222623,13222623,1301274,1954156,11
6,6,1,6,1
9363493,9363493,1319175,1732671,7
9961075,9961075,1341963,1693368,8
1,1,1,1,1
3,3,1,3,2
6509145,6509145,627104,1597718,11
159,159,1,63,5
3,3,1,3,2
31486417,31486417,3541201,2322006,9
7433314,7433314,956320,1637397,1
13795483,13795483,1356052,1973322,11
7435954,7435954,956582,1637616,1
4708732,4708732,455624,1423968,11
24077267,24077267,3046273,2202038,3
7435954,7435954,956582,1637616,1
132,132,1,131,1
28,28,1,28,1
2381800,2381800,132387,950977,10
547,547,1,547,1
12913853,12913853,1668701,1907033,10
232,232,1,231,1
1405,1405,1,1404,1
6550562,6550562,1051186,1405006,7
12639643,12639643,1729824,1885011,1
1,1,1,1,1
278,278,1,276,1
133485,133485,26080,124937,1
9504405,9504405,992289,1796658,8
2,2,1,2,1
3892116,3892116,654252,719267,2
21385149,21385149,2463163,2173800,10
1132887,1132887,221469,702425,1
4,4,1,4,1
12639643,12639643,1729824,1885011,1
