1745327,330797,6,127,581530,330797,116243,1,992650,330797,5
1455,480,5,52,485,480,1,1,1440,480,3
157858,42043,4,103,52584,42043,25464,1,126215,42043,5
67947,8728,5,1,22612,8728,5515,1,26187,8728,4
2045215,244060,5,127,680316,244060,133822,2,732440,244060,5
2632439,362581,6,126,1312038,362581,109006,2,725422,362581,4
1405878,128909,1,124,466068,128909,32664,1,386986,128909,5
2002980,174797,5,116,665457,174797,80811,2,524596,174797,5
776228,217290,6,115,776228,217290,76313,2,217290,217290,1
179671,89379,1,24,179671,89379,70570,1,89379,89379,1
2691226,369312,6,127,1345613,369312,138493,2,738624,369312,2
764083,283576,6,124,764083,283576,41121,1,283576,283576,1
1528166,283576,6,124,764083,283576,41121,1,567152,283576,2
6600,2189,5,20,2200,2189,1,2,6567,2189,3
286284,74782,1,66,143142,74782,4870,1,149564,74782,2
1633,1453,5,1,1633,1453,297,1,1453,1453,1
549657,47410,6,5,183011,47410,34507,2,142250,47410,5
21039,2045,5,1,7013,2045,1306,2,6135,2045,3
4045250,369312,6,127,1345613,369312,138493,2,1108196,369312,5
1420,379,1,27,710,379,1,2,758,379,2
1331,669,1,19,1331,669,684,2,669,669,1
305199,80712,5,9,305199,80712,63353,2,80712,80712,1
307696,110294,6,47,153848,110294,77033,1,220588,110294,2
1543879,180744,1,127,767734,180744,112220,2,361748,180744,4
1345613,369312,6,127,1345613,369312,138493,2,369312,369312,1
1973479,311400,6,124,982812,311400,23488,2,623059,311400,4
816359,232573,3,127,407811,232573,108835,1,465405,232573,4
710523,70508,1,35,236841,70508,5732,2,211524,70508,3
283884,65301,1,12,281824,65301,62093,2,65365,65301,3
1441610,126658,6,10,480007,126658,69927,2,380023,126658,5
628,478,5,71,612,478,1,2,491,478,2
936,303,5,26,312,303,1,2,909,303,3
9872,4928,6,59,4936,4928,1,1,9856,4928,2
564345,100144,1,115,187875,100144,66282,2,300635,100144,5
977067,256367,5,123,969035,256367,125681,2,256615,256367,3
537711,49441,1,16,179237,49441,4572,2,148323,49441,3
8411,260,1,79,8411,260,2088,2,260,260,2
22933,3767,5,1,7630,3767,692,2,11308,3767,4
118776,10902,5,3,39539,10902,15269,2,32712,10902,4
289772,89044,1,56,289772,89044,6196,2,89044,89044,1
2299923,283576,6,124,764083,283576,41121,1,850987,283576,5
28219,6620,1,1,28219,6620,11377,2,6620,6620,1
78524,10612,6,1,39262,10612,11560,2,21224,10612,2
17943,2161,1,1,5981,2161,571,2,6483,2161,3
1,1,1,1,1,1,1,1,1,1,1
68,52,1,33,68,52,66,1,52,52,2
6191,192,1,68,6191,192,1525,2,192,192,2
1431,354,1,1,477,354,329,1,1062,354,3
127,116,1,62,127,116,31,1,116,116,2
800255,189665,6,122,266637,189665,91719,1,569183,189665,5
83657,11841,5,1,41766,11841,15148,2,23685,11841,3
309083,214252,6,123,309083,214252,100119,1,214252,214252,1
2262,887,5,92,1131,887,1,2,1774,887,2
612254,207072,5,124,612254,207072,40967,1,207072,207072,1
651,215,1,1,217,215,1,1,645,215,3
191407,51502,5,81,63762,51502,11633,1,154588,51502,5
2699637,369312,6,127,1345613,369312,138493,2,738884,369312,4
1507143,141642,6,104,500907,141642,45596,2,425069,141642,5
205211,53298,4,110,68357,53298,37988,1,159995,53298,5
19948,4191,1,28,9974,4191,638,2,8382,4191,2
61656,13936,1,23,20552,13936,400,1,41808,13936,3
1437954,128052,5,14,478506,128052,85794,2,384230,128052,5
978,297,1,1,326,297,140,1,891,297,3
416550,81974,4,122,138479,81974,31277,1,246158,81974,5
7562,1794,1,1,3781,1794,466,1,3588,1794,2
2311613,180744,1,127,767734,180744,112220,2,542492,180744,5
3333561,303568,6,46,1109182,303568,126178,2,910882,303568,5
294971,91282,1,66,294971,91282,6347,2,91282,91282,1
67029,18189,1,37,22343,18189,724,1,54567,18189,3
577879,188568,5,77,577879,188568,43007,2,188568,188568,1
1345613,369312,6,127,1345613,369312,138493,2,369312,369312,1
884913,91282,1,66,294971,91282,6347,2,273846,91282,3
856,347,4,34,428,347,4,2,694,347,2
31620,4335,1,1,15733,4335,4062,1,8677,4335,3
1086,166,1,1,362,166,28,2,498,166,3
1164924,252221,6,125,388165,252221,30606,1,756887,252221,5
27216,3641,1,12,9072,3641,322,2,10923,3641,3
20073,7951,6,1,20073,7951,2204,1,7951,7951,1
1596929,309765,6,126,532085,309765,75696,1,929546,309765,5
434402,138090,5,113,216995,138090,51521,1,276365,138090,4
480007,126658,6,10,480007,126658,69927,2,126658,126658,1
646201,157350,5,125,215278,157350,19018,1,472268,157350,5
17310,11032,6,1,17310,11032,10605,1,11032,11032,1
996314,329918,6,127,996314,329918,137556,2,329918,329918,1
262552,94281,5,104,262552,94281,43441,2,94281,94281,1
170634,23666,1,46,56878,23666,13716,2,70998,23666,3
1528166,283576,6,124,764083,283576,41121,1,567152,283576,2
2103870,326943,6,125,1051935,326943,39031,2,653886,326943,2
39923,3911,6,1,13287,3911,4262,2,11735,3911,4
36426,3341,6,2,12142,3341,4187,2,10023,3341,3
