cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,ci.movie_id,>=,549028,mk.movie_id,>=,2110708,mk.id,=,2035765,mk.keyword_id,=,13041
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,ci.person_id,<,2645283,ci.movie_id,<,1469995,ci.role_id,=,4,mk.movie_id,>=,1045175,mk.id,<=,3845333,mk.keyword_id,<,10160
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,ci.person_id,<,2645283,ci.role_id,<,8,mk.movie_id,>=,2110708,mk.keyword_id,>=,47,mk.id,<=,3166745
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,ci.person_id,<=,540049,ci.role_id,<=,6,mk.id,>=,904785
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,ci.person_id,=,3002581,ci.role_id,>=,7,ci.movie_id,<,2198398,mk.movie_id,<=,659180,mk.keyword_id,<,2488
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,ci.person_id,=,881370,mk.keyword_id,<=,359,mk.movie_id,<=,2390581
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,ci.person_id,>,2217115,ci.role_id,=,9,ci.movie_id,=,957422,mk.keyword_id,>=,7777
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,ci.person_id,>,3487656,mk.keyword_id,>=,13041
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,ci.role_id,<,7,ci.person_id,>=,31512,mk.id,=,4071529,mk.keyword_id,>=,230
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,ci.role_id,=,4,mk.movie_id,<=,1751538
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,ci.role_id,>,2,mk.movie_id,>,2353177
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,ci.role_id,>,8,ci.person_id,>=,3797191,ci.movie_id,<=,155693,mk.keyword_id,<,13041,mk.id,<,3619137,mk.movie_id,<,1996005
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,ci.role_id,>=,1,ci.movie_id,>=,1615668,ci.person_id,>,3487656,mk.id,=,1583373,mk.keyword_id,=,42245
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,ci.role_id,>=,1,ci.person_id,<=,1034017,mk.id,=,4523921
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,ci.role_id,>=,9,ci.movie_id,>=,2431447,ci.person_id,=,676254,mk.keyword_id,=,42245,mk.movie_id,>=,2057864,mk.id,>,2714353
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,mk.id,<,678589,mk.keyword_id,<,3074,mk.movie_id,>=,2294360
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,mk.id,>=,3166745,mk.movie_id,<,1950184
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,mk.id,>=,4523921,mk.movie_id,>,1950184,mk.keyword_id,<=,47
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,mk.keyword_id,<,29027,mk.id,=,904785,mk.movie_id,=,2469620
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,mk.keyword_id,=,71605,mk.movie_id,>,1791476
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,mk.keyword_id,>=,2488
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,mk.movie_id,<,2250898,mk.id,=,1583373,mk.keyword_id,<,230
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,mk.movie_id,=,2469620,mk.id,=,1583373,mk.keyword_id,<,2488
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,mk.movie_id,>,1678894,mk.keyword_id,<=,3665
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,10873303,mk.movie_id,>=,2189190
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,12685520,ci.movie_id,<,823534,ci.role_id,<,4,mk.id,>,1357177,mk.keyword_id,>=,71605
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,12685520,ci.movie_id,>,1851946,ci.person_id,>=,1568183,ci.role_id,<=,7,mk.keyword_id,=,6249,mk.id,>,904785,mk.movie_id,<=,2390581
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,12685520,ci.movie_id,>,25068,ci.person_id,<=,881370,ci.role_id,=,9,mk.id,=,2488157,mk.keyword_id,<,6249
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,12685520,ci.person_id,<=,1568183,mk.id,>,452393
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,12685520,ci.person_id,<=,3797191,ci.movie_id,<=,155693,mk.id,>,2714353,mk.keyword_id,<,359
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,12685520,ci.person_id,=,2437463,ci.role_id,=,3,ci.movie_id,=,1469995,mk.keyword_id,<,889
cast_info ci,movie_keyword mk#ci.movie_id=mk.movie_id#ci.id,<,12685520,ci.person_id,=,3797191,ci.movie_id,>=,2316296,mk.keyword_id,=,13041,mk.movie_id,>=,2469620
