0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
48704811,4644099,1114545,635727,1,2474554,635727,62
0,0,0,0,0,0,0,0
70784569,7192193,1342365,1069667,1,6516896,1069667,27
7141,4471,4039,189,1,268,189,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
57335,46164,11522,22907,1,27753,22907,43
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
7780638,861483,300303,59327,1,293198,59327,9
9669155,2256205,752418,270046,1,632975,270046,2
4,4,4,1,1,1,1,1
18535621,2997397,826198,331303,1,920403,331303,50
27796195,6472733,532518,1176950,1,3841106,1176950,70
55425545,2248198,759551,324035,1,4101178,324035,71
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
75330943,12556264,1727089,1860221,2,7116401,1860221,8
13943394,1827099,307319,517457,2,2677095,517457,65
92386397,10242870,1291925,1570280,2,8057564,1570280,71
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15,15,15,1,1,1,1,1
0,0,0,0,0,0,0,0
35810215,3120224,994756,395784,2,2430410,395784,40
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22,2,2,1,1,11,1,6
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
285,15,15,1,1,19,1,6
101535319,4336830,1313655,507028,2,6140181,507028,71
986,29,28,1,2,34,1,14
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
139404626,12393180,1888662,1579451,2,10061856,1579451,70
149645570,14367221,1955969,1916111,2,11184381,1916111,54
108848053,9892912,1795218,1193473,2,6607630,1193473,67
22385413,3914402,1091399,341359,2,891747,341359,41
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19,19,19,1,2,1,1,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22488038,1981248,524305,324564,2,1688560,324564,60
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
87864401,16138902,2190663,1950044,2,6740355,1950044,8
95465,94633,64990,2869,2,2888,2869,1
20734139,3991424,1131837,316897,2,772329,316897,34
7668910,6033771,541696,765333,2,872159,765333,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
780974,639844,138468,46851,2,54988,46851,32
6005002,825374,313330,27116,2,126972,27116,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
417126,107698,22276,30419,1,101362,30419,26
0,0,0,0,0,0,0,0
23987464,1600836,504182,431333,1,4459976,431333,20
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19,19,19,1,2,1,1,1
8971173,7125388,616514,809071,2,919228,809071,2
19748427,1936264,789714,182919,2,1082091,182919,7
41,41,41,1,2,1,1,1
0,0,0,0,0,0,0,0
57280691,11547956,1047461,1354605,2,4683216,1354605,70
36583598,9621825,756537,1127732,2,3369364,1127732,49
6,1,1,1,1,6,1,6
72,12,12,1,2,6,1,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1233923,242909,32477,125845,1,583426,125845,58
9808919,1110482,216433,530364,1,2681926,530364,63
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
950036,45567,26161,20912,1,300130,20912,69
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14950640,1795446,242790,915795,1,5780407,915795,12
0,0,0,0,0,0,0,0
2329917,500239,135691,203655,1,573743,203655,19
732224,184699,27235,101548,1,362806,101548,33
30491749,8082660,700259,855809,2,2499517,855809,66
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31854133,3581024,553110,856412,1,5284079,856412,71
0,0,0,0,0,0,0,0
1325287,276680,31435,171817,2,735795,171817,11
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
63272176,16617599,2078170,1716561,2,4241188,1716561,7
99340185,6404775,1909846,580300,2,5776382,580300,34
192395564,19752094,2654421,2014170,2,11385347,2014170,36
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31056269,2521511,785795,125186,2,774016,125186,5
28044509,5069352,495570,548905,3,2502004,548905,67
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
29164797,5677111,1580485,364797,3,886220,364797,35
4323815,4192452,1384546,371712,3,380433,371712,1
0,0,0,0,0,0,0,0
197325,161108,28185,69667,1,84408,69667,10
74877903,4883779,808403,1120563,3,9237879,1120563,71
0,0,0,0,0,0,0,0
14,2,1,2,1,14,2,8
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
39862103,10290659,811042,1026535,3,3013579,1026535,68
0,0,0,0,0,0,0,0
13420738,1446759,702933,96173,3,387235,96173,56
0,0,0,0,0,0,0,0
8049619,1386259,450986,47088,3,168322,47088,3
0,0,0,0,0,0,0,0
127346154,21524048,2822693,2098432,3,8319671,2098432,9
40135664,12886435,2307952,1171453,3,2005865,1171453,2
48468574,8559269,1533174,730760,3,3795720,730760,8
211084259,21539583,2823953,2101268,3,11902831,2101268,54
206693533,21539540,2823953,2101264,3,11807095,2101264,34
3887317,3418819,1313864,268822,3,288402,268822,1
54,6,6,1,2,9,1,7
0,0,0,0,0,0,0,0
180247921,14865072,2606549,1414789,3,9853125,1414789,30
9792232,2255423,318133,187547,2,697431,187547,61
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
42621015,2058089,460220,612340,3,7033191,612340,71
0,0,0,0,0,0,0,0
34,1,1,1,1,34,1,14
20,14,1,14,1,20,14,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
161052412,17671758,2315501,2069215,3,11394836,2069215,70
24,3,3,1,1,8,1,6
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
113293605,14135719,2547884,1155139,3,4720679,1155139,64
294071,166788,89123,3869,3,6138,3869,1
59,59,44,9,3,9,9,1
42930610,13917219,2442519,1202968,3,2046502,1202968,2
143,13,13,1,3,11,1,7
170576750,20870663,2913997,1913326,3,10462047,1913326,11
4,4,4,2,1,2,2,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
11474819,1727299,814066,102273,4,291447,102273,26
19898391,3411125,1159695,248620,4,649599,248620,10
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
493213,130381,76155,75395,2,232671,75395,2
7126794,1806241,167238,376808,3,1170309,376808,64
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4407878,3524267,421339,243685,4,283255,243685,2
34566903,4959744,1661833,291714,4,885298,291714,51
14,14,13,1,4,1,1,1
0,0,0,0,0,0,0,0
7,7,7,1,3,1,1,1
96356336,24530109,3029874,2113438,4,5310197,2113438,6
11,1,1,1,1,11,1,6
