1006752,1006752,2,82
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
57184,57184,1,78
56503,56503,1,63
1006752,1006752,2,82
0,0,0,0
0,0,0,0
4492,4492,1,1
66129,66129,2,35
904282,904282,1,61
42589,42589,2,30
1,1,1,1
2,2,1,2
91403,91403,1,40
0,0,0,0
143775,143775,2,51
882753,882753,2,43
785100,785100,1,30
1132512,1132512,2,82
6862,6862,1,35
64836,64836,1,78
0,0,0,0
28905,28905,1,25
2,2,1,1
3,3,1,3
0,0,0,0
1132512,1132512,2,82
1132512,1132512,2,82
73047,73047,2,35
7485,7485,2,1
23,23,2,8
1,1,1,1
0,0,0,0
5555,5555,2,1
5412,5412,2,1
1088111,1088111,2,79
1088088,1088088,2,73
0,0,0,0
1258146,1258146,2,82
72205,72205,1,78
2,2,1,1
0,0,0,0
72205,72205,1,78
1258146,1258146,2,82
896885,896885,1,22
1185941,1185941,1,79
1332,1332,1,14
1185941,1185941,1,79
1258146,1258146,2,82
1209322,1209322,2,80
1185941,1185941,1,79
1137267,1137267,1,76
1185941,1185941,1,79
0,0,0,0
763,763,2,14
71733,71733,1,33
1610,1610,2,15
847,847,2,1
1137255,1137255,1,74
125310,125310,2,69
0,0,0,0
0,0,0,0
7084,7084,1,68
7098,7098,1,69
125310,125310,2,69
0,0,0,0
0,0,0,0
125310,125310,2,69
351,351,1,7
0,0,0,0
125310,125310,2,69
148,148,2,1
118212,118212,1,69
3,3,1,1
0,0,0,0
0,0,0,0
0,0,0,0
5845,5845,2,24
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
334,334,2,1
334,334,2,1
119765,119765,2,69
6697,6697,1,50
1384125,1384125,2,82
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
77375,77375,1,78
61559,61559,1,32
1330671,1330671,2,79
77375,77375,1,78
1306750,1306750,1,79
0,0,0,0
0,0,0,0
0,0,0,0
1306750,1306750,1,79
1306750,1306750,1,79
1079177,1079177,1,34
3250,3250,1,23
164065,164065,2,43
1195248,1195248,2,43
77197,77197,1,74
0,0,0,0
1202791,1202791,2,44
1019407,1019407,2,24
1509893,1509893,2,86
0,0,0,0
0,0,0,0
0,0,0,0
83280,83280,1,80
83280,83280,1,80
0,0,0,0
76394,76394,1,48
0,0,0,0
1255032,1255032,1,45
1369323,1369323,1,78
271689,271689,1,57
11731,11731,1,1
1509893,1509893,2,86
72,72,2,14
112866,112866,2,38
8914,8914,1,36
212600,212600,2,50
347374,347374,2,62
14267,14267,2,23
0,0,0,0
8707,8707,2,1
1369335,1369335,1,80
1337619,1337619,1,57
1231729,1231729,2,35
1147542,1147542,2,27
1451484,1451484,2,68
1633991,1633991,6,119
4847,4847,1,47
95943,95943,2,119
98265,98265,3,119
10628,10628,3,75
1633991,1633991,6,119
90127,90127,1,81
2322,2322,1,70
0,0,0,0
124,124,1,36
4,4,1,2
8542,8542,4,1
1352211,1352211,3,45
1471655,1471655,3,66
178,178,1,27
84537,84537,4,67
208832,208832,1,49
206,206,2,32
753,753,2,52
24442,24442,2,92
0,0,0,0
6,6,1,1
3891,3891,4,1
0,0,0,0
1758534,1758534,6,127
0,0,0,0
186821,186821,2,127
224460,224460,5,127
1758534,1758534,6,127
90321,90321,1,81
10613,10613,1,31
1534074,1534074,1,83
3,3,1,3
840,840,3,18
1535852,1535852,2,83
1472500,1472500,2,73
0,0,0,0
1662034,1662034,5,87
1571713,1571713,4,85
1535852,1535852,2,83
1295952,1295952,2,38
23666,23666,5,58
305272,305272,6,94
373388,373388,6,99
442260,442260,6,103
0,0,0,0
14206,14206,1,77
1494134,1494134,3,81
88831,88831,1,63
74365,74365,1,35
1674982,1674982,6,81
1884948,1884948,6,129
187443,187443,1,129
224621,224621,2,60
309104,309104,3,129
2181,2181,3,1
277764,277764,2,129
1813636,1813636,6,109
90321,90321,1,81
3704,3704,1,44
1575844,1575844,3,84
1470784,1470784,1,81
1575844,1575844,3,84
0,0,0,0
703,703,1,1
0,0,0,0
158556,158556,2,25
2011363,2011363,6,130
408765,408765,4,73
280517,280517,1,130
1144,1144,3,1
366285,366285,4,49
280517,280517,1,130
55345,55345,1,50
1594901,1594901,3,84
1419634,1419634,3,46
0,0,0,0
243332,243332,3,54
1534074,1534074,1,83
44088,44088,2,41
60217,60217,3,57
53783,53783,5,50
473980,473980,6,102
8771,8771,4,1
2921,2921,2,1
1576875,1576875,4,74
1800612,1800612,6,56
1355972,1355972,2,45
1392386,1392386,6,24
1531407,1531407,3,81
2137777,2137777,6,130
603703,603703,5,130
2252,2252,3,1
596694,596694,4,130
90321,90321,1,81
19835,19835,5,1
1546202,1546202,3,75
1477692,1477692,2,80
66256,66256,5,45
53182,53182,2,30
109809,109809,5,66
116856,116856,1,78
9427,9427,4,1
12174,12174,5,1
1470784,1470784,1,81
1694406,1694406,5,67
0,0,0,0
1638322,1638322,5,56
2264192,2264192,6,131
3752,3752,1,1
1977,1977,2,1
224654,224654,2,98
730118,730118,5,131
708029,708029,5,108
1791867,1791867,5,89
1701546,1701546,4,87
27669,27669,1,25
1623519,1623519,4,62
80853,80853,4,46
82608,82608,5,47
111065,111065,5,63
0,0,0,0
11901,11901,5,1
1996140,1996140,6,56
2108409,2108409,6,81
1334800,1334800,2,42
2390606,2390606,6,132
742673,742673,3,132
856532,856532,5,132
755613,755613,4,94
2390606,2390606,6,132
0,0,0,0
0,0,0,0
127248,127248,5,58
0,0,0,0
263038,263038,6,78
315681,315681,6,82
86721,86721,2,39
3091,3091,1,1
8961,8961,4,1
2836,2836,1,1
13505,13505,6,1
3603,3603,1,1
2225223,2225223,6,89
505275,505275,2,65
1598525,1598525,6,25
1712176,1712176,6,30
279033,279033,1,26
2517018,2517018,6,132
58848,58848,1,22
2,2,1,2
144773,144773,1,41
1856090,1856090,5,90
1765702,1765702,4,88
1329988,1329988,2,42
356,356,4,15
1547847,1547847,2,84
407984,407984,6,86
92517,92517,2,35
114863,114863,3,43
536153,536153,6,95
1410,1410,1,23
681512,681512,6,103
8451,8451,2,1
6633,6633,5,1
881987,881987,5,97
2258175,2258175,6,65
2136872,2136872,6,53
74416,74416,1,35
2285530,2285530,6,70
251065,251065,2,76
1474,1474,1,34
14290,14290,1,76
78,78,1,1
251065,251065,2,76
0,0,0,0
0,0,0,0
236775,236775,1,69
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
236,236,2,10
1597,1597,1,8
11055,11055,2,26
167,167,2,1
2400,2400,2,1
240290,240290,2,67
377123,377123,2,76
0,0,0,0
0,0,0,0
813,813,1,22
0,0,0,0
0,0,0,0
306388,306388,2,30
356644,356644,1,69
0,0,0,0
0,0,0,0
30610,30610,2,33
16347,16347,2,26
1,1,1,1
540,540,2,1
0,0,0,0
986,986,2,1
1702,1702,2,1
355712,355712,2,58
325689,325689,1,49
361287,361287,2,76
340854,340854,1,69
503196,503196,2,77
0,0,0,0
27680,27680,1,77
27680,27680,1,77
27680,27680,1,77
0,0,0,0
0,0,0,0
0,0,0,0
28562,28562,2,30
48574,48574,2,39
3319,3319,2,1
