3501003,3501003,1336639,3
1533909,1533909,877886,1
1944651,1944651,630338,57
9349020,9349020,1395579,13
13512644,13512644,2467127,61
1401821,1401821,485643,1
1298969,1298969,1234095,1
12633536,12633536,2466327,15
486518,486518,216150,1
1967094,1967094,1311105,2
13651932,13651932,2468250,70
13358381,13358381,2466907,29
55,55,49,1
6233,6233,3856,1
13484842,13484842,2466907,51
1008921,1008921,394685,49
12538,12538,8717,1
13445902,13445902,2466907,44
945632,945632,394685,38
13498896,13498896,2466911,59
