movie_info mi##mi.info_type_id,<,4#3624977
movie_info mi##mi.info_type_id,=,3#1533909
movie_info mi##mi.info_type_id,>,16#2233850
movie_info mi##mi.info_type_id,<,16#9565151
movie_info mi##mi.info_type_id,<,98#13963496
movie_info mi##mi.info_type_id,=,7#1401902
movie_info mi##mi.info_type_id,=,4#1298989
movie_info mi##mi.info_type_id,<,18#12970088
movie_info mi##mi.info_type_id,=,5#486554
movie_info mi##mi.info_type_id,<,3#2091068
movie_info mi##mi.info_type_id,>,1#14033580
movie_info mi##mi.info_type_id,=,18#660923
movie_info mi##mi.info_type_id,<,15#8966694
movie_info mi##mi.info_type_id,>,18#1204709
movie_info mi##mi.info_type_id,=,105#121863
movie_info mi##mi.info_type_id,<,47#13669232
movie_info mi##mi.info_type_id,>,2#12744652
movie_info mi##mi.info_type_id,<,8#7286865
movie_info mi##mi.info_type_id,>,13#5869026
movie_info mi##mi.info_type_id,>,6#8950757
movie_info mi##mi.info_type_id,=,6#474443
movie_info mi##mi.info_type_id,=,65#6620
movie_info mi##mi.info_type_id,>,8#6223494
movie_info mi##mi.info_type_id,=,66#6536
movie_info mi##mi.info_type_id,>,4#9911754
movie_info mi##mi.info_type_id,<,106#14528932
movie_info mi##mi.info_type_id,>,3#11210743
movie_info mi##mi.info_type_id,=,78#6569
movie_info mi##mi.info_type_id,<,2#802140
movie_info mi##mi.info_type_id,=,15#598457
movie_info mi##mi.info_type_id,=,2#1288928
movie_info mi##mi.info_type_id,=,16#3036719
movie_info mi##mi.info_type_id,=,17#368218
movie_info mi##mi.info_type_id,=,107#147487
movie_info mi##mi.info_type_id,>,105#306788
movie_info mi##mi.info_type_id,=,8#1325361
movie_info mi##mi.info_type_id,=,94#68025
movie_info mi##mi.info_type_id,=,1#802140
movie_info mi##mi.info_type_id,>,5#9425200
movie_info mi##mi.info_type_id,<,6#5410520
movie_info mi##mi.info_type_id,<,5#4923966
movie_info mi##mi.info_type_id,<,9#8612226
movie_info mi##mi.info_type_id,>,107#50267
movie_info mi##mi.info_type_id,>,103#465636
movie_info mi##mi.info_type_id,>,7#7548855
movie_info mi##mi.info_type_id,<,17#12601870
movie_info mi##mi.info_type_id,<,7#5884963
movie_info mi##mi.info_type_id,>,98#543367
movie_info mi##mi.info_type_id,>,94#900340
movie_info mi##mi.info_type_id,=,98#328857
movie_info mi##mi.info_type_id,>,47#1159902
movie_info mi##mi.info_type_id,=,103#61128
movie_info mi##mi.info_type_id,=,9#140065
movie_info mi##mi.info_type_id,=,106#109034
movie_info mi##mi.info_type_id,>,17#1865632
movie_info mi##mi.info_type_id,<,13#8786582
movie_info mi##mi.info_type_id,>,15#5270569
movie_info mi##mi.info_type_id,=,108#18214
