title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,<,2011,mc.company_id,>,1700,mk.keyword_id,<,746#3449572,218599,6,122,659645,218599,97440,2,598353,218599,732
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,<,2005,mk.keyword_id,>,807#19196100,212824,6,116,750599,212824,79259,2,2286519,212824,101098
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,=,7,t.production_year,<,2013,mc.company_type_id,=,1#872469,42772,1,66,87523,42772,1899,1,335435,42772,48552
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,=,1,t.production_year,<,2012,mk.keyword_id,<,2909#10751306,155130,1,123,673280,155130,93801,2,1054634,155130,2797
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,>,2012#155228,5703,6,6,15346,5703,7675,2,36867,5703,12455
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,=,4,t.production_year,<,2006#621186,35456,1,38,65472,35456,10321,2,247211,35456,18280
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,<,2011,mc.company_id,=,12929,mc.company_type_id,<,2,mk.keyword_id,<,3905#1136,515,2,21,520,515,1,1,1129,515,72
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,=,1,t.production_year,<,2008,mc.company_type_id,<,2,mk.keyword_id,>,49177#1491827,50675,1,115,249521,50675,16775,1,175004,50675,55767
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,>,4,t.production_year,=,2009,mc.company_id,<,73460,mc.company_type_id,>,1#36302,1910,2,1,3160,1910,395,1,21308,1910,8930
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,>,2,t.production_year,<,2012,mk.keyword_id,<,12955#2606252,141293,4,73,360833,141293,33099,2,729619,141293,12290
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,=,7,t.production_year,>,1996,mc.company_id,<,4609,mc.company_type_id,=,1,mk.keyword_id,=,1775#11,8,1,5,11,8,9,1,8,8,1
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,>,1996#19599935,190466,6,22,642670,190466,92696,2,2016011,190466,102068
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,=,1993,mk.keyword_id,<,13622#319083,4245,6,1,15300,4245,5199,2,39187,4245,6311
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,<,7,t.production_year,>,1922,mc.company_id,<,846,mc.company_type_id,<,2,mk.keyword_id,<,17686#3504552,71521,5,95,122044,71521,786,1,1244490,71521,16011
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,=,1,t.production_year,>,1959,mc.company_id,=,17993,mc.company_type_id,<,2,mk.keyword_id,<,1046#149,6,1,6,12,6,1,1,47,6,36
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,<,7,t.production_year,>,2002,mc.company_id,>,137,mk.keyword_id,<,3448#5237510,105491,5,16,342854,105491,68296,2,543182,105491,3262
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,<,6,t.production_year,<,1981,mc.company_id,=,6709#36,2,1,2,2,2,1,1,36,2,36
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,<,2005#22839802,255416,6,117,845278,255416,86512,2,2817834,255416,101871
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,=,2000,mc.company_id,<,107646,mc.company_type_id,=,2#197268,5937,6,1,10024,5937,4051,1,79944,5937,18929
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,<,7,t.production_year,=,1964#147840,1739,3,1,5858,1739,2307,2,17095,1739,7105
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,>,1989#22886688,223112,6,29,757572,223112,103198,2,2399521,223112,108139
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,>,1,t.production_year,=,1982,mc.company_id,<,24933#26279,1253,5,1,2724,1253,694,2,8504,1253,4109
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,=,1978,mk.keyword_id,<,10040#141885,2725,6,1,8916,2725,3323,2,19728,2725,3986
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,<,7,t.production_year,=,2010#1379672,10381,5,1,36541,10381,13579,2,116914,10381,27176
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,<,2002,mk.keyword_id,>,395#17171635,188971,6,114,663635,188971,68268,2,2142186,188971,93985
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,=,1,t.production_year,>,2011#739268,8626,1,7,29951,8626,13184,2,78693,8626,21561
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,>,2001,mk.keyword_id,=,991#1235,359,5,13,1235,359,906,2,359,359,1
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,>,4,t.production_year,=,1981,mc.company_id,<,1963,mk.keyword_id,=,1947#1,1,1,1,1,1,1,1,1,1,1
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,<,1987,mk.keyword_id,<,52555#9788685,136108,6,99,440342,136108,40958,2,1371843,136108,37492
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,=,3,t.production_year,>,2010,mk.keyword_id,<,2215#10143,1028,1,4,3080,1028,1501,2,2915,1028,822
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,<,3,t.production_year,<,2006,mc.company_id,<,1087,mc.company_type_id,<,2,mk.keyword_id,=,5210#286,103,2,54,286,103,74,1,103,103,1
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,<,2010,mc.company_id,=,15444#2524,123,1,18,138,123,1,2,2420,123,1002
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,>,1,t.production_year,<,1982,mk.keyword_id,>,44737#41767,6219,5,38,18368,6219,2559,2,12702,6219,7879
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,>,1,t.production_year,=,1955,mk.keyword_id,<,12321#7860,834,3,1,1705,834,249,2,3161,834,1412
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,<,1968#5784993,86459,6,80,269433,86459,20887,2,870741,86459,54004
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,>,1,t.production_year,<,2002,mc.company_id,>,27,mc.company_type_id,=,2#844774,72517,5,62,107949,72517,17571,1,516961,72517,47540
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,=,7,t.production_year,>,2010,mk.keyword_id,>,34483#21926,1777,1,3,6851,1777,763,2,5666,1777,4540
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,<,7,t.production_year,<,1990,mc.company_id,<,531,mc.company_type_id,=,2#174632,14647,5,76,15380,14647,158,1,167782,14647,27054
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,=,7,t.production_year,<,2010,mk.keyword_id,>,12897#341161,23085,1,61,74650,23085,3474,2,91348,23085,34186
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,>,2,t.production_year,<,1988,mk.keyword_id,<,11577#433872,30664,4,49,76077,30664,6720,2,137609,30664,8633
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,=,7,t.production_year,=,2005,mc.company_id,>,122,mc.company_type_id,=,1#33290,1521,1,1,3365,1521,290,1,12608,1521,5688
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,<,2012,mk.keyword_id,>,11572#10719590,226374,6,122,863508,226374,99368,2,1222552,226374,112909
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,=,1935#152410,1302,1,1,5485,1302,1094,2,23634,1302,7006
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,>,2010,mc.company_id,<,6629,mc.company_type_id,=,1,mk.keyword_id,>,5710#329640,7667,6,7,19095,7667,1632,1,70918,7667,28005
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,>,3,t.production_year,>,1988,mc.company_id,<,172,mc.company_type_id,<,2#294301,19354,3,25,30244,19354,126,1,176956,19354,33481
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,<,7,t.production_year,=,2003,mc.company_id,>,495,mc.company_type_id,>,1,mk.keyword_id,=,865#859,271,5,1,853,271,703,1,272,271,1
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,>,2009,mc.company_id,<,95230,mk.keyword_id,>,807#2913924,32104,6,9,115190,32104,17757,2,301999,32104,51091
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,=,7,t.production_year,>,1985,mc.company_type_id,=,2#517577,26863,1,29,55799,26863,3672,1,224244,26863,39047
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,<,2005,mc.company_id,>,8229,mk.keyword_id,=,404#945,236,6,37,945,236,674,2,236,236,1
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,<,2007,mc.company_id,>,11137,mc.company_type_id,>,1,mk.keyword_id,>,5309#2072181,137073,6,118,194056,137073,59161,1,1112752,137073,93484
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,<,7,t.production_year,=,2012,mc.company_type_id,>,1#178869,7870,5,1,13182,7870,8654,1,67832,7870,20110
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,=,1995#583226,5396,6,1,19494,5396,6087,2,61883,5396,15359
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,=,7,t.production_year,>,1998#1064467,26717,1,16,101656,26717,3830,2,229185,26717,38882
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,=,2010,mc.company_id,<,83329,mc.company_type_id,=,1#1136661,10025,6,1,27456,10025,5373,1,127350,10025,29722
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,=,7,t.production_year,<,2005,mk.keyword_id,>,21645#123129,12880,1,56,36123,12880,2041,2,39501,12880,20391
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,=,7,t.production_year,>,1991,mc.company_id,<,76379,mc.company_type_id,<,2#695372,26513,1,22,64538,26513,1503,1,231522,26513,39158
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,>,1,t.production_year,=,1973,mc.company_id,<,7,mc.company_type_id,=,1#851,161,3,1,161,161,1,1,851,161,660
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.production_year,>,2005,mc.company_id,<,11361,mc.company_type_id,>,1,mk.keyword_id,<,20322#467057,25241,6,12,34123,25241,3158,1,305480,25241,15771
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,=,1,t.production_year,<,1958,mc.company_id,=,2165#822,4,1,4,9,4,1,1,454,4,423
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,>,1,t.production_year,=,2006#281801,10784,5,1,28345,10784,6265,2,69124,10784,15080
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,=,7,t.production_year,=,1981#5107,304,1,1,846,304,132,2,1778,304,1140
title t,movie_companies mc,movie_keyword mk#t.id=mc.movie_id,t.id=mk.movie_id#t.kind_id,=,1,t.production_year,=,1996,mc.company_id,>,466,mc.company_type_id,=,2,mk.keyword_id,>,80685#4372,371,1,1,969,371,709,1,1314,371,1282
