movie_keyword mk##mk.keyword_id,<,55#54826,54826,50068,54
movie_keyword mk##mk.keyword_id,<,35049#4007119,4007119,464811,35048
movie_keyword mk##mk.keyword_id,=,18559#74,74,74,1
movie_keyword mk##mk.keyword_id,>,5071#2200397,2200397,339656,129099
movie_keyword mk##mk.keyword_id,<,3639#2036196,2036196,414708,3638
movie_keyword mk##mk.keyword_id,>,2758#2807307,2807307,365555,131412
movie_keyword mk##mk.keyword_id,>,430#3931052,3931052,419929,133740
movie_keyword mk##mk.keyword_id,<,15518#3330897,3330897,453324,15517
movie_keyword mk##mk.keyword_id,<,865#906014,906014,339844,864
movie_keyword mk##mk.keyword_id,=,73864#15,15,15,1
movie_keyword mk##mk.keyword_id,<,5273#2351730,2351730,425509,5272
movie_keyword mk##mk.keyword_id,>,22322#822448,822448,199721,111848
movie_keyword mk##mk.keyword_id,=,1002#4200,4200,4200,1
movie_keyword mk##mk.keyword_id,>,79391#113737,113737,47842,54779
movie_keyword mk##mk.keyword_id,<,562#681653,681653,307925,561
movie_keyword mk##mk.keyword_id,=,103168#2,2,2,1
movie_keyword mk##mk.keyword_id,=,15488#16,16,16,1
movie_keyword mk##mk.keyword_id,>,74318#145378,145378,59578,59852
movie_keyword mk##mk.keyword_id,>,7634#1823955,1823955,316865,126536
movie_keyword mk##mk.keyword_id,=,14698#39,39,39,1
movie_keyword mk##mk.keyword_id,<,813#849012,849012,331362,812
movie_keyword mk##mk.keyword_id,=,3666#3052,3052,3052,1
movie_keyword mk##mk.keyword_id,=,6226#1517,1517,1515,1
movie_keyword mk##mk.keyword_id,>,335#4087742,4087742,438374,133835
movie_keyword mk##mk.keyword_id,>,1556#3295557,3295557,392538,132614
movie_keyword mk##mk.keyword_id,=,196#6516,6516,6513,1
movie_keyword mk##mk.keyword_id,>,3365#2576640,2576640,351219,130805
movie_keyword mk##mk.keyword_id,<,19732#3557259,3557259,457101,19731
movie_keyword mk##mk.keyword_id,=,61147#155,155,155,1
movie_keyword mk##mk.keyword_id,<,382#520878,520878,276234,381
movie_keyword mk##mk.keyword_id,<,12321#3161861,3161861,449094,12320
movie_keyword mk##mk.keyword_id,>,4436#2320119,2320119,345038,129734
movie_keyword mk##mk.keyword_id,=,16264#58448,58448,58343,1
movie_keyword mk##mk.keyword_id,>,270#4190264,4190264,439316,133900
movie_keyword mk##mk.keyword_id,=,57196#16,16,16,1
movie_keyword mk##mk.keyword_id,=,3329#242,242,242,1
movie_keyword mk##mk.keyword_id,<,317#354824,354824,186417,316
movie_keyword mk##mk.keyword_id,=,11764#1358,1358,1358,1
movie_keyword mk##mk.keyword_id,=,2837#2830,2830,2830,1
movie_keyword mk##mk.keyword_id,=,1114#992,992,991,1
movie_keyword mk##mk.keyword_id,<,38340#4060230,4060230,465860,38339
movie_keyword mk##mk.keyword_id,<,3663#2063974,2063974,418992,3662
movie_keyword mk##mk.keyword_id,>,5461#2141525,2141525,337606,128709
movie_keyword mk##mk.keyword_id,=,53776#21,21,21,1
movie_keyword mk##mk.keyword_id,<,18558#3523966,3523966,456454,18557
movie_keyword mk##mk.keyword_id,<,4228#2173075,2173075,420985,4227
movie_keyword mk##mk.keyword_id,=,15560#249,249,249,1
movie_keyword mk##mk.keyword_id,<,10392#2989179,2989179,445372,10391
movie_keyword mk##mk.keyword_id,<,6683#2577325,2577325,434998,6682
movie_keyword mk##mk.keyword_id,=,335#72496,72496,72369,1
movie_keyword mk##mk.keyword_id,=,82955#3,3,3,1
movie_keyword mk##mk.keyword_id,=,2059#148,148,148,1
movie_keyword mk##mk.keyword_id,>,9109#1631545,1631545,305217,125061
movie_keyword mk##mk.keyword_id,=,3509#706,706,706,1
movie_keyword mk##mk.keyword_id,<,10980#3036735,3036735,446896,10979
movie_keyword mk##mk.keyword_id,<,26295#3807687,3807687,461651,26294
movie_keyword mk##mk.keyword_id,=,2888#3641,3641,3631,1
movie_keyword mk##mk.keyword_id,>,1570#3288574,3288574,392382,132600
movie_keyword mk##mk.keyword_id,<,479#621177,621177,296467,478
movie_keyword mk##mk.keyword_id,>,1071#3455388,3455388,398491,133099
movie_keyword mk##mk.keyword_id,=,50621#4,4,4,1
movie_keyword mk##mk.keyword_id,=,92203#1,1,1,1
movie_keyword mk##mk.keyword_id,=,1743#2488,2488,2488,1
movie_keyword mk##mk.keyword_id,>,38432#462371,462371,144127,95738
movie_keyword mk##mk.keyword_id,>,1658#3240738,3240738,389405,132512
movie_keyword mk##mk.keyword_id,<,784#809825,809825,326842,783
movie_keyword mk##mk.keyword_id,<,8441#2818502,2818502,441732,8440
movie_keyword mk##mk.keyword_id,>,4196#2354381,2354381,345837,129974
movie_keyword mk##mk.keyword_id,>,347#4070600,4070600,438102,133823
movie_keyword mk##mk.keyword_id,>,5720#2100878,2100878,334888,128450
movie_keyword mk##mk.keyword_id,<,3244#1894831,1894831,410582,3243
movie_keyword mk##mk.keyword_id,<,6342#2536889,2536889,433158,6341
movie_keyword mk##mk.keyword_id,>,3511#2536025,2536025,348945,130659
movie_keyword mk##mk.keyword_id,>,7663#1810579,1810579,316102,126507
movie_keyword mk##mk.keyword_id,=,18763#37,37,37,1
movie_keyword mk##mk.keyword_id,=,1302#1285,1285,1285,1
movie_keyword mk##mk.keyword_id,=,7376#117,117,117,1
movie_keyword mk##mk.keyword_id,>,7990#1746306,1746306,312717,126180
movie_keyword mk##mk.keyword_id,=,12346#838,838,838,1
movie_keyword mk##mk.keyword_id,>,1753#3174622,3174622,388143,132417
movie_keyword mk##mk.keyword_id,<,486#625964,625964,297615,485
movie_keyword mk##mk.keyword_id,=,3515#194,194,194,1
movie_keyword mk##mk.keyword_id,=,1549#860,860,860,1
movie_keyword mk##mk.keyword_id,=,2891#4408,4408,4408,1
movie_keyword mk##mk.keyword_id,>,21151#872991,872991,204751,113019
movie_keyword mk##mk.keyword_id,>,8149#1733508,1733508,312151,126021
movie_keyword mk##mk.keyword_id,<,574#692553,692553,308950,573
movie_keyword mk##mk.keyword_id,<,43544#4126336,4126336,467175,43543
movie_keyword mk##mk.keyword_id,<,2523#1652330,1652330,398969,2522
movie_keyword mk##mk.keyword_id,=,4649#1436,1436,1436,1
movie_keyword mk##mk.keyword_id,>,1733#3195952,3195952,388336,132437
movie_keyword mk##mk.keyword_id,=,2102#2885,2885,2885,1
movie_keyword mk##mk.keyword_id,>,117#4360169,4360169,447860,134053
movie_keyword mk##mk.keyword_id,>,20724#889836,889836,206438,113446
movie_keyword mk##mk.keyword_id,>,11680#1427668,1427668,293567,122490
movie_keyword mk##mk.keyword_id,>,181#4297520,4297520,440275,133989
movie_keyword mk##mk.keyword_id,<,76#88988,88988,71481,75
movie_keyword mk##mk.keyword_id,=,9344#24,24,24,1
movie_keyword mk##mk.keyword_id,>,3660#2465197,2465197,347931,130510
movie_keyword mk##mk.keyword_id,>,4589#2293253,2293253,344308,129581
movie_keyword mk##mk.keyword_id,=,1731#986,986,986,1
movie_keyword mk##mk.keyword_id,<,830#873331,873331,335586,829
movie_keyword mk##mk.keyword_id,=,359#29440,29440,29426,1
movie_keyword mk##mk.keyword_id,<,3573#2005765,2005765,414331,3572
movie_keyword mk##mk.keyword_id,>,4679#2264915,2264915,342813,129491
movie_keyword mk##mk.keyword_id,>,1771#3163871,3163871,388074,132399
movie_keyword mk##mk.keyword_id,<,3081#1850473,1850473,408335,3080
movie_keyword mk##mk.keyword_id,=,76113#2,2,2,1
movie_keyword mk##mk.keyword_id,=,496#1844,1844,1844,1
movie_keyword mk##mk.keyword_id,<,1524#1211469,1211469,366369,1523
movie_keyword mk##mk.keyword_id,>,16053#1166345,1166345,270456,118117
movie_keyword mk##mk.keyword_id,=,95498#4,4,4,1
movie_keyword mk##mk.keyword_id,<,13992#3250907,3250907,451796,13991
movie_keyword mk##mk.keyword_id,<,38936#4068722,4068722,465970,38935
movie_keyword mk##mk.keyword_id,=,37545#65,65,65,1
movie_keyword mk##mk.keyword_id,<,73032#4366117,4366117,472402,73031
movie_keyword mk##mk.keyword_id,=,4097#280,280,280,1
movie_keyword mk##mk.keyword_id,<,1302#1143780,1143780,361658,1301
movie_keyword mk##mk.keyword_id,=,11325#214,214,214,1
movie_keyword mk##mk.keyword_id,>,2887#2742453,2742453,361201,131283
movie_keyword mk##mk.keyword_id,=,9679#36,36,36,1
movie_keyword mk##mk.keyword_id,>,9698#1591898,1591898,303931,124472
movie_keyword mk##mk.keyword_id,<,2405#1583020,1583020,387227,2404
movie_keyword mk##mk.keyword_id,<,7365#2654172,2654172,438418,7364
movie_keyword mk##mk.keyword_id,>,21399#858685,858685,203277,112771
movie_keyword mk##mk.keyword_id,=,34687#57,57,57,1
movie_keyword mk##mk.keyword_id,>,3617#2502815,2502815,348110,130553
movie_keyword mk##mk.keyword_id,=,3009#2384,2384,2383,1
movie_keyword mk##mk.keyword_id,>,3627#2497466,2497466,348004,130543
