movie_info mi##mi.info_type_id,<,4#3501003,3501003,1336639,3
movie_info mi##mi.info_type_id,=,3#1533909,1533909,877886,1
movie_info mi##mi.info_type_id,>,16#1944651,1944651,630338,57
movie_info mi##mi.info_type_id,<,16#9349020,9349020,1395579,13
movie_info mi##mi.info_type_id,<,98#13512644,13512644,2467127,61
movie_info mi##mi.info_type_id,=,7#1401821,1401821,485643,1
movie_info mi##mi.info_type_id,=,4#1298969,1298969,1234095,1
movie_info mi##mi.info_type_id,<,18#12633536,12633536,2466327,15
movie_info mi##mi.info_type_id,=,5#486518,486518,216150,1
movie_info mi##mi.info_type_id,<,3#1967094,1967094,1311105,2
movie_info mi##mi.info_type_id,>,1#13651932,13651932,2468250,70
movie_info mi##mi.info_type_id,=,18#660008,660008,379048,1
movie_info mi##mi.info_type_id,<,15#8793117,8793117,1385714,12
movie_info mi##mi.info_type_id,>,18#1036571,1036571,394694,55
movie_info mi##mi.info_type_id,=,105#121747,121747,121606,1
movie_info mi##mi.info_type_id,<,47#13327296,13327296,2466907,23
movie_info mi##mi.info_type_id,>,2#12363021,12363021,2468194,69
movie_info mi##mi.info_type_id,<,8#7162721,7162721,1376210,7
movie_info mi##mi.info_type_id,>,13#5536998,5536998,2273261,59
movie_info mi##mi.info_type_id,>,6#8569215,8569215,2465461,65
movie_info mi##mi.info_type_id,=,6#474410,474410,462285,1
movie_info mi##mi.info_type_id,=,65#6580,6580,3944,1
movie_info mi##mi.info_type_id,>,8#5842033,5842033,2276602,63
movie_info mi##mi.info_type_id,=,66#6496,6496,3903,1
movie_info mi##mi.info_type_id,>,4#9530143,9530143,2466226,67
movie_info mi##mi.info_type_id,<,106#14024135,14024135,2468491,66
movie_info mi##mi.info_type_id,>,3#10829112,10829112,2466830,68
movie_info mi##mi.info_type_id,=,78#6529,6529,3930,1
movie_info mi##mi.info_type_id,<,2#678183,678183,641464,1
movie_info mi##mi.info_type_id,=,15#555903,555903,82565,1
movie_info mi##mi.info_type_id,=,2#1288911,1288911,1264628,1
movie_info mi##mi.info_type_id,=,16#3036444,3036444,2196318,1
movie_info mi##mi.info_type_id,=,17#248072,248072,105900,1
movie_info mi##mi.info_type_id,=,107#147119,147119,19045,1
movie_info mi##mi.info_type_id,>,105#305980,305980,23915,5
movie_info mi##mi.info_type_id,=,8#1325361,1325361,1257007,1
movie_info mi##mi.info_type_id,=,94#5542,5542,2237,1
movie_info mi##mi.info_type_id,=,1#678183,678183,641464,1
movie_info mi##mi.info_type_id,>,5#9043625,9043625,2465594,66
movie_info mi##mi.info_type_id,<,6#5286490,5286490,1370230,5
movie_info mi##mi.info_type_id,<,5#4799972,4799972,1361330,4
movie_info mi##mi.info_type_id,<,9#8488082,8488082,1382488,8
movie_info mi##mi.info_type_id,>,107#50155,50155,19642,3
movie_info mi##mi.info_type_id,>,103#464663,464663,158548,7
movie_info mi##mi.info_type_id,>,7#7167394,7167394,2464960,64
movie_info mi##mi.info_type_id,<,17#12385464,12385464,2466267,14
movie_info mi##mi.info_type_id,<,7#5760900,5760900,1370978,6
movie_info mi##mi.info_type_id,>,98#542086,542086,207854,9
movie_info mi##mi.info_type_id,>,94#831288,831288,392819,13
movie_info mi##mi.info_type_id,=,98#275385,275385,252648,1
movie_info mi##mi.info_type_id,>,47#996273,996273,394685,47
movie_info mi##mi.info_type_id,=,103#60846,60846,59062,1
movie_info mi##mi.info_type_id,=,9#134807,134807,97060,1
movie_info mi##mi.info_type_id,=,106#108706,108706,9301,1
movie_info mi##mi.info_type_id,>,17#1696579,1696579,596378,56
movie_info mi##mi.info_type_id,<,13#8646803,8646803,1382999,11
movie_info mi##mi.info_type_id,>,15#4981095,4981095,2272189,58
movie_info mi##mi.info_type_id,=,108#18155,18155,10499,1
movie_info mi##mi.info_type_id,=,102#16577,16577,16422,1
movie_info mi##mi.info_type_id,<,104#13865452,13865452,2468375,64
movie_info mi##mi.info_type_id,<,105#13902388,13902388,2468407,65
movie_info mi##mi.info_type_id,>,9#5707226,5707226,2273706,62
movie_info mi##mi.info_type_id,>,108#32000,32000,13209,2
movie_info mi##mi.info_type_id,<,40#13293623,13293623,2466907,17
movie_info mi##mi.info_type_id,<,107#14132841,14132841,2468493,67
movie_info mi##mi.info_type_id,<,78#13439373,13439373,2466907,43
movie_info mi##mi.info_type_id,>,11#5694688,5694688,2273487,61
movie_info mi##mi.info_type_id,>,97#817471,817471,390831,10
movie_info mi##mi.info_type_id,>,77#890742,890742,394685,28
movie_info mi##mi.info_type_id,=,13#146314,146314,38502,1
movie_info mi##mi.info_type_id,<,62#13364957,13364957,2466907,30
movie_info mi##mi.info_type_id,<,91#13493086,13493086,2466911,54
movie_info mi##mi.info_type_id,<,103#13804606,13804606,2468282,63
movie_info mi##mi.info_type_id,=,90#522,522,384,1
movie_info mi##mi.info_type_id,<,94#13493285,13493285,2466911,57
movie_info mi##mi.info_type_id,>,104#427727,427727,137023,6
movie_info mi##mi.info_type_id,<,11#8622889,8622889,1382497,9
movie_info mi##mi.info_type_id,>,102#525509,525509,201245,8
movie_info mi##mi.info_type_id,<,90#13492564,13492564,2466911,53
movie_info mi##mi.info_type_id,<,108#14279960,14279960,2468494,68
movie_info mi##mi.info_type_id,>,51#984172,984172,394685,44
movie_info mi##mi.info_type_id,=,62#6573,6573,3937,1
movie_info mi##mi.info_type_id,>,90#837029,837029,393795,17
movie_info mi##mi.info_type_id,>,96#831164,831164,392779,11
movie_info mi##mi.info_type_id,>,106#197274,197274,23891,4
movie_info mi##mi.info_type_id,<,12#8635427,8635427,1382552,10
movie_info mi##mi.info_type_id,<,87#13478721,13478721,2466907,50
movie_info mi##mi.info_type_id,<,102#13788029,13788029,2468254,62
movie_info mi##mi.info_type_id,=,77#6538,6538,3928,1
movie_info mi##mi.info_type_id,<,57#13352387,13352387,2466907,28
movie_info mi##mi.info_type_id,=,110#30127,30127,12116,1
movie_info mi##mi.info_type_id,=,104#36936,36936,36476,1
movie_info mi##mi.info_type_id,<,61#13358381,13358381,2466907,29
movie_info mi##mi.info_type_id,=,96#55,55,49,1
movie_info mi##mi.info_type_id,=,67#6233,6233,3856,1
movie_info mi##mi.info_type_id,<,88#13484842,13484842,2466907,51
movie_info mi##mi.info_type_id,>,45#1008921,1008921,394685,49
movie_info mi##mi.info_type_id,=,11#12538,12538,8717,1
movie_info mi##mi.info_type_id,<,80#13445902,13445902,2466907,44
movie_info mi##mi.info_type_id,>,64#945632,945632,394685,38
movie_info mi##mi.info_type_id,<,96#13498896,13498896,2466911,59
movie_info mi##mi.info_type_id,>,42#1016890,1016890,394685,51
movie_info mi##mi.info_type_id,=,35#79,79,59,1
movie_info mi##mi.info_type_id,=,75#6581,6581,3946,1
movie_info mi##mi.info_type_id,=,64#6400,6400,3870,1
movie_info mi##mi.info_type_id,>,40#1029933,1029933,394685,53
movie_info mi##mi.info_type_id,=,61#6576,6576,3943,1
movie_info mi##mi.info_type_id,=,97#13693,13693,13569,1
movie_info mi##mi.info_type_id,=,80#6396,6396,3885,1
movie_info mi##mi.info_type_id,<,97#13498951,13498951,2466911,60
movie_info mi##mi.info_type_id,<,63#13371530,13371530,2466907,31
movie_info mi##mi.info_type_id,=,89#1149,1149,962,1
movie_info mi##mi.info_type_id,=,70#6306,6306,3834,1
movie_info mi##mi.info_type_id,>,91#836945,836945,393764,16
movie_info mi##mi.info_type_id,>,88#838700,838700,394350,19
movie_info mi##mi.info_type_id,=,12#11376,11376,8301,1
movie_info mi##mi.info_type_id,=,50#5541,5541,3553,1
movie_info mi##mi.info_type_id,<,92#13493170,13493170,2466911,55
movie_info mi##mi.info_type_id,=,73#1433,1433,1110,1
movie_info mi##mi.info_type_id,=,51#6554,6554,3918,1
movie_info mi##mi.info_type_id,>,71#913467,913467,394685,33
movie_info mi##mi.info_type_id,>,80#877817,877817,394685,26
movie_info mi##mi.info_type_id,<,77#13432835,13432835,2466907,42
movie_info mi##mi.info_type_id,=,63#6553,6553,3935,1
movie_info mi##mi.info_type_id,>,43#1010335,1010335,394685,50
movie_info mi##mi.info_type_id,<,110#14299988,14299988,2468494,70
movie_info mi##mi.info_type_id,<,45#13319780,13319780,2466907,21
movie_info mi##mi.info_type_id,=,71#6550,6550,3932,1
movie_info mi##mi.info_type_id,<,75#13419766,13419766,2466907,40
movie_info mi##mi.info_type_id,>,81#871237,871237,394685,25
movie_info mi##mi.info_type_id,>,63#952032,952032,394685,39
movie_info mi##mi.info_type_id,<,76#13426347,13426347,2466907,41
movie_info mi##mi.info_type_id,<,67#13397559,13397559,2466907,35
movie_info mi##mi.info_type_id,>,67#926323,926323,394685,35
movie_info mi##mi.info_type_id,<,81#13452298,13452298,2466907,45
movie_info mi##mi.info_type_id,<,65#13384483,13384483,2466907,33
movie_info mi##mi.info_type_id,=,88#6573,6573,3942,1
movie_info mi##mi.info_type_id,>,54#977728,977728,394685,43
movie_info mi##mi.info_type_id,>,84#864357,864357,394685,23
movie_info mi##mi.info_type_id,=,41#6574,6574,3942,1
movie_info mi##mi.info_type_id,>,62#958585,958585,394685,40
movie_info mi##mi.info_type_id,<,64#13378083,13378083,2466907,32
movie_info mi##mi.info_type_id,>,61#965158,965158,394685,41
movie_info mi##mi.info_type_id,=,54#6444,6444,3887,1
movie_info mi##mi.info_type_id,<,71#13410098,13410098,2466907,37
movie_info mi##mi.info_type_id,<,54#13345943,13345943,2466907,27
movie_info mi##mi.info_type_id,>,12#5683312,5683312,2273379,60
movie_info mi##mi.info_type_id,>,92#836848,836848,393743,15
movie_info mi##mi.info_type_id,<,66#13391063,13391063,2466907,34
movie_info mi##mi.info_type_id,=,92#97,97,83,1
movie_info mi##mi.info_type_id,=,40#6559,6559,3936,1
movie_info mi##mi.info_type_id,>,46#1002819,1002819,394685,48
movie_info mi##mi.info_type_id,<,70#13403792,13403792,2466907,36
movie_info mi##mi.info_type_id,>,86#851394,851394,394685,21
movie_info mi##mi.info_type_id,<,35#13293544,13293544,2466907,16
movie_info mi##mi.info_type_id,=,81#6580,6580,3944,1
movie_info mi##mi.info_type_id,=,42#6469,6469,3894,1
movie_info mi##mi.info_type_id,>,75#903768,903768,394685,30
movie_info mi##mi.info_type_id,>,35#1036492,1036492,394685,54
movie_info mi##mi.info_type_id,<,41#13300182,13300182,2466907,18
movie_info mi##mi.info_type_id,<,85#13465758,13465758,2466907,48
movie_info mi##mi.info_type_id,=,57#5994,5994,3632,1
movie_info mi##mi.info_type_id,=,86#6382,6382,3892,1
movie_info mi##mi.info_type_id,=,76#6488,6488,3889,1
movie_info mi##mi.info_type_id,<,51#13339389,13339389,2466907,26
movie_info mi##mi.info_type_id,=,95#69,69,58,1
movie_info mi##mi.info_type_id,>,89#837551,837551,393956,18
movie_info mi##mi.info_type_id,=,72#1685,1685,1258,1
movie_info mi##mi.info_type_id,>,87#845273,845273,394685,20
movie_info mi##mi.info_type_id,>,76#897280,897280,394685,29
movie_info mi##mi.info_type_id,<,43#13313225,13313225,2466907,20
movie_info mi##mi.info_type_id,<,84#13459223,13459223,2466907,47
movie_info mi##mi.info_type_id,>,57#971734,971734,394685,42
movie_info mi##mi.info_type_id,<,72#13416648,13416648,2466907,38
movie_info mi##mi.info_type_id,>,85#857776,857776,394685,22
movie_info mi##mi.info_type_id,<,42#13306756,13306756,2466907,19
movie_info mi##mi.info_type_id,<,89#13491415,13491415,2466907,52
movie_info mi##mi.info_type_id,>,70#920017,920017,394685,34
movie_info mi##mi.info_type_id,=,87#6121,6121,3786,1
movie_info mi##mi.info_type_id,>,50#990726,990726,394685,45
movie_info mi##mi.info_type_id,=,84#6535,6535,3928,1
movie_info mi##mi.info_type_id,>,66#932556,932556,394685,36
movie_info mi##mi.info_type_id,=,46#6102,6102,3769,1
movie_info mi##mi.info_type_id,>,78#884213,884213,394685,27
movie_info mi##mi.info_type_id,=,47#6546,6546,3934,1
movie_info mi##mi.info_type_id,<,46#13321194,13321194,2466907,22
movie_info mi##mi.id,<,10384991#9884995,9884995,1447072,69
movie_info mi##mi.id,<,10384991,mi.info_type_id,<,1#0,0,0,0
movie_info mi##mi.id,<,10384991,mi.info_type_id,<,4,mi.movie_id,=,2420513#4,4,1,3
movie_info mi##mi.id,<,10384991,mi.info_type_id,<=,13#7384441,7384441,1383334,11
movie_info mi##mi.id,<,10384991,mi.info_type_id,<=,4#4799972,4799972,1361330,4
movie_info mi##mi.id,<,10384991,mi.info_type_id,<=,43,mi.movie_id,<,1002780#1544463,1544463,310852,19
movie_info mi##mi.id,<,10384991,mi.info_type_id,<=,62#8926410,8926410,1415464,29
movie_info mi##mi.id,<,10384991,mi.info_type_id,<=,73,mi.movie_id,>=,2201590#2450881,2450881,323737,38
movie_info mi##mi.id,<,10384991,mi.info_type_id,=,81#6580,6580,3944,1
movie_info mi##mi.id,<,10384991,mi.info_type_id,=,91,mi.movie_id,>,1788258#51,51,42,1
movie_info mi##mi.id,<,10384991,mi.info_type_id,=,97,mi.movie_id,=,1648830#0,0,0,0
movie_info mi##mi.id,<,10384991,mi.info_type_id,>=,65,mi.movie_id,=,1857012#0,0,0,0
movie_info mi##mi.id,<,10384991,mi.movie_id,<,1648830#2818557,2818557,571417,68
movie_info mi##mi.id,<,10384991,mi.movie_id,<=,1857012,mi.info_type_id,>=,77#331387,331387,191815,29
movie_info mi##mi.id,<,10384991,mi.movie_id,>,1239821#7885227,7885227,1040876,69
movie_info mi##mi.id,<,10384991,mi.movie_id,>,1718110#6526951,6526951,806487,69
movie_info mi##mi.id,<,10384991,mi.movie_id,>,2127002,mi.info_type_id,<,40#2904909,2904909,398156,15
movie_info mi##mi.id,<,10384991,mi.movie_id,>=,1239821#7885230,7885230,1040877,69
movie_info mi##mi.id,<,10384991,mi.movie_id,>=,2074334#3748152,3748152,450950,69
movie_info mi##mi.id,<,11126776#10626736,10626736,1448520,69
movie_info mi##mi.id,<,11126776,mi.info_type_id,<,17,mi.movie_id,=,1930380#4,4,1,4
movie_info mi##mi.id,<,11126776,mi.info_type_id,<,43,mi.movie_id,>,2074334#3312738,3312738,450705,18
movie_info mi##mi.id,<,11126776,mi.info_type_id,<,62#9661578,9661578,1417079,28
movie_info mi##mi.id,<,11126776,mi.info_type_id,<,77#9729456,9729456,1417079,40
movie_info mi##mi.id,<,11126776,mi.info_type_id,<,77,mi.movie_id,>,289276#9266263,9266263,1324985,40
movie_info mi##mi.id,<,11126776,mi.info_type_id,<,81#9748919,9748919,1417079,43
movie_info mi##mi.id,<,11126776,mi.info_type_id,<,85#9762379,9762379,1417079,46
movie_info mi##mi.id,<,11126776,mi.info_type_id,<=,17,mi.movie_id,<=,2127002#6224519,6224519,1000626,13
movie_info mi##mi.id,<,11126776,mi.info_type_id,<=,81#9755499,9755499,1417079,44
movie_info mi##mi.id,<,11126776,mi.info_type_id,=,7,mi.movie_id,>,1002780#693482,693482,241143,1
movie_info mi##mi.id,<,11126776,mi.info_type_id,>,81#871237,871237,394685,25
movie_info mi##mi.id,<,11126776,mi.info_type_id,>=,13#2646868,2646868,650444,59
movie_info mi##mi.id,<,11126776,mi.info_type_id,>=,4#7125733,7125733,1425137,66
movie_info mi##mi.id,<,11126776,mi.info_type_id,>=,40,mi.movie_id,=,1002780#1,1,1,1
movie_info mi##mi.id,<,11126776,mi.info_type_id,>=,73,mi.movie_id,>=,1239821#797678,797678,301250,32
movie_info mi##mi.id,<,11126776,mi.info_type_id,>=,88,mi.movie_id,<=,1002780#88350,88350,74654,19
movie_info mi##mi.id,<,11126776,mi.movie_id,<,1788258,mi.info_type_id,>,54#300980,300980,172642,43
